algorithm,seed,step,level,building,net_electricity
IQL,1,251,building,2,0.3889220058917999
IQL,1,251,building,3,0.1441449373960495
IQL,1,251,district,0,0.144419327378273
IQL,1,252,building,1,-0.6775652766227722
IQL,1,252,building,2,0.3753538131713867
IQL,1,252,building,3,-0.18975591659545898
IQL,1,252,district,0,-0.4919673800468445
IQL,1,253,building,1,-0.9126484394073486
IQL,1,253,building,2,0.22808341681957245
IQL,1,253,building,3,-0.2198595106601715
IQL,1,253,district,0,-0.9044245332479477
IQL,1,254,building,1,-0.7102091908454895
IQL,1,254,building,2,0.5621584057807922
IQL,1,254,building,3,-0.32299569249153137
IQL,1,254,district,0,-0.47104647755622864
IQL,1,255,building,1,5.540215015411377
IQL,1,255,building,2,0.2630220651626587
IQL,1,255,building,3,-0.2977689504623413
IQL,1,255,district,0,5.505468130111694
IQL,1,256,building,1,-0.46479153633117676
IQL,1,256,building,2,0.35750433802604675
IQL,1,256,building,3,0.03510647639632225
IQL,1,256,district,0,-0.07218072190880775
IQL,1,257,building,1,0.538244903087616
IQL,1,257,building,2,0.36083289980888367
IQL,1,257,building,3,0.24493928253650665
IQL,1,257,district,0,1.1440170854330063
IQL,1,258,building,1,0.9111400842666626
IQL,1,258,building,2,0.502960205078125
IQL,1,258,building,3,0.5702587366104126
IQL,1,258,district,0,1.9843590259552002
IQL,1,259,building,1,1.1398308277130127
IQL,1,259,building,2,0.48055875301361084
IQL,1,259,building,3,1.1520155668258667
IQL,1,259,district,0,2.7724051475524902
IQL,1,260,building,1,0.9022586345672607
IQL,1,260,building,2,0.6326002478599548
IQL,1,260,building,3,1.3685258626937866
IQL,1,260,district,0,2.903384745121002
IQL,1,261,building,1,0.7895817756652832
IQL,1,261,building,2,0.5649592280387878
IQL,1,261,building,3,1.6996033191680908
IQL,1,261,district,0,3.054144322872162
IQL,1,262,building,1,0.7861950397491455
IQL,1,262,building,2,0.6528664827346802
IQL,1,262,building,3,8.46196460723877
IQL,1,262,district,0,9.901026129722595
IQL,1,263,building,1,0.7288848757743835
IQL,1,263,building,2,0.5891855955123901
IQL,1,263,building,3,1.0888665914535522
IQL,1,263,district,0,2.406937062740326
IQL,1,264,building,1,1.0875458717346191
IQL,1,264,building,2,0.4340837001800537
IQL,1,264,building,3,1.4658045768737793
IQL,1,264,district,0,2.987434148788452
IQL,1,265,building,1,0.5658643841743469
IQL,1,265,building,2,0.4044826924800873
IQL,1,265,building,3,0.7181128859519958
IQL,1,265,district,0,1.68845996260643
IQL,1,266,building,1,0.4841407835483551
IQL,1,266,building,2,0.31031304597854614
IQL,1,266,building,3,0.6723521947860718
IQL,1,266,district,0,1.466806024312973
IQL,1,267,building,1,0.48283901810646057
IQL,1,267,building,2,0.3090112805366516
IQL,1,267,building,3,0.6699533462524414
IQL,1,267,district,0,1.4618036448955536
IQL,1,268,building,1,0.48148056864738464
IQL,1,268,building,2,0.3117468059062958
IQL,1,268,building,3,0.67218017578125
IQL,1,268,district,0,1.4654075503349304
IQL,1,269,building,1,0.4800088703632355
IQL,1,269,building,2,0.32663196325302124
IQL,1,269,building,3,0.6885107159614563
IQL,1,269,district,0,1.495151549577713
IQL,1,270,building,1,0.4782963693141937
IQL,1,270,building,2,0.3552706837654114
IQL,1,270,building,3,0.7811024785041809
IQL,1,270,district,0,1.614669531583786
IQL,1,271,building,1,0.46641403436660767
IQL,1,271,building,2,0.36617571115493774
IQL,1,271,building,3,0.7093387842178345
IQL,1,271,district,0,1.5419285297393799
IQL,1,272,building,1,0.2667684257030487
IQL,1,272,building,2,0.5483874678611755
IQL,1,272,building,3,0.6109379529953003
IQL,1,272,district,0,1.4260938465595245
IQL,1,273,building,1,-0.1475294977426529
IQL,1,273,building,2,0.6349968910217285
IQL,1,273,building,3,0.4375708997249603
IQL,1,273,district,0,0.925038293004036
IQL,1,274,building,1,-0.3274502158164978
IQL,1,274,building,2,1.1225539445877075
IQL,1,274,building,3,0.3940346837043762
IQL,1,274,district,0,1.189138412475586
IQL,1,275,building,1,0.18228502571582794
IQL,1,275,building,2,0.4042496383190155
IQL,1,275,building,3,-0.09003643691539764
IQL,1,275,district,0,0.4964982271194458
IQL,1,276,building,1,0.1642499715089798
IQL,1,276,building,2,0.30062100291252136
IQL,1,276,building,3,-0.13869206607341766
IQL,1,276,district,0,0.3261789083480835
IQL,1,277,building,1,-0.9728382229804993
IQL,1,277,building,2,0.5531386137008667
IQL,1,277,building,3,-0.2600043714046478
IQL,1,277,district,0,-0.6797039806842804
IQL,1,278,building,1,-0.7513973116874695
IQL,1,278,building,2,0.3780719041824341
IQL,1,278,building,3,0.245682954788208
IQL,1,278,district,0,-0.1276424527168274
IQL,1,279,building,1,-0.7128773927688599
IQL,1,279,building,2,0.18972331285476685
IQL,1,279,building,3,-0.3027231693267822
IQL,1,279,district,0,-0.8258772492408752
IQL,1,280,building,1,1.5042961835861206
IQL,1,280,building,2,0.3109540045261383
IQL,1,280,building,3,-0.13444086909294128
IQL,1,280,district,0,1.6808093190193176
IQL,1,281,building,1,5.607618808746338
IQL,1,281,building,2,0.3480147421360016
IQL,1,281,building,3,0.20285923779010773
IQL,1,281,district,0,6.158492788672447
IQL,1,282,building,1,1.3058485984802246
IQL,1,282,building,2,0.820765495300293
IQL,1,282,building,3,1.0574809312820435
IQL,1,282,district,0,3.184095025062561
IQL,1,283,building,1,1.6771728992462158
IQL,1,283,building,2,0.6773567199707031
IQL,1,283,building,3,1.3022557497024536
IQL,1,283,district,0,3.6567853689193726
IQL,1,284,building,1,1.7353010177612305
IQL,1,284,building,2,0.7936691045761108
IQL,1,284,building,3,4.126100063323975
IQL,1,284,district,0,6.655070185661316
IQL,1,285,building,1,1.5349434614181519
IQL,1,285,building,2,0.7839711308479309
IQL,1,285,building,3,3.6200718879699707
IQL,1,285,district,0,5.9389864802360535
IQL,1,286,building,1,1.0929054021835327
IQL,1,286,building,2,0.9510446786880493
IQL,1,286,building,3,4.514527320861816
IQL,1,286,district,0,6.558477401733398
IQL,1,287,building,1,1.025805950164795
IQL,1,287,building,2,0.8024264574050903
IQL,1,287,building,3,8.611495018005371
IQL,1,287,district,0,10.439727425575256
IQL,1,288,building,1,0.5862320065498352
IQL,1,288,building,2,0.3684958219528198
IQL,1,288,building,3,1.7712430953979492
IQL,1,288,district,0,2.7259709239006042
IQL,1,289,building,1,0.5503036975860596
IQL,1,289,building,2,0.38654497265815735
IQL,1,289,building,3,0.9524665474891663
IQL,1,289,district,0,1.8893152177333832
IQL,1,290,building,1,0.547569215297699
IQL,1,290,building,2,0.3836730718612671
IQL,1,290,building,3,0.7060898542404175
IQL,1,290,district,0,1.6373321413993835
IQL,1,291,building,1,0.4828389883041382
IQL,1,291,building,2,0.5484695434570312
IQL,1,291,building,3,0.6699533462524414
IQL,1,291,district,0,1.7012618780136108
IQL,1,292,building,1,0.48148056864738464
IQL,1,292,building,2,0.3117468059062958
IQL,1,292,building,3,0.6721801161766052
IQL,1,292,district,0,1.4654074907302856
IQL,1,293,building,1,0.4800088703632355
IQL,1,293,building,2,0.32663196325302124
IQL,1,293,building,3,0.6885106563568115
IQL,1,293,district,0,1.4951514899730682
IQL,1,294,building,1,0.4801788032054901
IQL,1,294,building,2,0.3552706837654114
IQL,1,294,building,3,0.7531598806381226
IQL,1,294,district,0,1.588609367609024
IQL,1,295,building,1,0.4400559365749359
IQL,1,295,building,2,0.3664010167121887
IQL,1,295,building,3,1.6653293371200562
IQL,1,295,district,0,2.471786290407181
IQL,1,296,building,1,0.20582011342048645
IQL,1,296,building,2,0.6208237409591675
IQL,1,296,building,3,0.597665548324585
IQL,1,296,district,0,1.424309402704239
IQL,1,297,building,1,-0.14196157455444336
IQL,1,297,building,2,0.5426885485649109
IQL,1,297,building,3,0.3946663737297058
IQL,1,297,district,0,0.7953933477401733
IQL,1,298,building,1,-0.529396116733551
IQL,1,298,building,2,0.5045900940895081
IQL,1,298,building,3,0.18729881942272186
IQL,1,298,district,0,0.1624927967786789
IQL,1,299,building,1,-0.7949957847595215
IQL,1,299,building,2,0.3284207582473755
IQL,1,299,building,3,0.4358323812484741
IQL,1,299,district,0,-0.030742645263671875
IQL,1,300,building,1,-0.8126704692840576
IQL,1,300,building,2,0.6251436471939087
IQL,1,300,building,3,-0.09594521671533585
IQL,1,300,district,0,-0.28347203880548477
IQL,1,301,building,1,-0.8702232837677002
IQL,1,301,building,2,0.3183954656124115
IQL,1,301,building,3,-0.1835828274488449
IQL,1,301,district,0,-0.7354106456041336
IQL,1,302,building,1,-0.8463428616523743
IQL,1,302,building,2,0.2299434393644333
IQL,1,302,building,3,-0.3565336763858795
IQL,1,302,district,0,-0.9729330986738205
IQL,1,303,building,1,-0.732762336730957
IQL,1,303,building,2,0.20248150825500488
IQL,1,303,building,3,-0.3075883388519287
IQL,1,303,district,0,-0.8378691673278809
IQL,1,304,building,1,0.5881366729736328
IQL,1,304,building,2,0.2880450487136841
IQL,1,304,building,3,0.004449873697012663
IQL,1,304,district,0,0.8806315953843296
IQL,1,305,building,1,0.954071044921875
IQL,1,305,building,2,0.39987075328826904
IQL,1,305,building,3,0.3819098174571991
IQL,1,305,district,0,1.7358516156673431
IQL,1,306,building,1,0.34904345870018005
IQL,1,306,building,2,0.5909003019332886
IQL,1,306,building,3,0.5411915183067322
IQL,1,306,district,0,1.4811352789402008
IQL,1,307,building,1,0.8504916429519653
IQL,1,307,building,2,0.7250372171401978
IQL,1,307,building,3,0.9691742658615112
IQL,1,307,district,0,2.5447031259536743
IQL,1,308,building,1,2.004984140396118
IQL,1,308,building,2,0.7809867858886719
IQL,1,308,building,3,1.8458467721939087
IQL,1,308,district,0,4.631817698478699
IQL,1,309,building,1,1.608844518661499
IQL,1,309,building,2,1.0824605226516724
IQL,1,309,building,3,1.1487846374511719
IQL,1,309,district,0,3.8400896787643433
IQL,1,310,building,1,0.8438126444816589
IQL,1,310,building,2,0.80739426612854
IQL,1,310,building,3,1.8243035078048706
IQL,1,310,district,0,3.4755104184150696
IQL,1,311,building,1,0.817670464515686
IQL,1,311,building,2,1.724122166633606
IQL,1,311,building,3,2.103536367416382
IQL,1,311,district,0,4.645328998565674
IQL,1,312,building,1,1.1574480533599854
IQL,1,312,building,2,0.5568187832832336
IQL,1,312,building,3,1.316451072692871
IQL,1,312,district,0,3.03071790933609
IQL,1,313,building,1,0.5165070295333862
IQL,1,313,building,2,0.3538135886192322
IQL,1,313,building,3,0.6918671131134033
IQL,1,313,district,0,1.5621877312660217
IQL,1,314,building,1,0.4841407835483551
IQL,1,314,building,2,0.4331854283809662
IQL,1,314,building,3,0.6723521947860718
IQL,1,314,district,0,1.589678406715393
IQL,1,315,building,1,0.48283901810646057
IQL,1,315,building,2,0.31270700693130493
IQL,1,315,building,3,0.6699533462524414
IQL,1,315,district,0,1.465499371290207
IQL,1,316,building,1,0.48148056864738464
IQL,1,316,building,2,0.3154425323009491
IQL,1,316,building,3,0.67218017578125
IQL,1,316,district,0,1.4691032767295837
IQL,1,317,building,1,0.4800088703632355
IQL,1,317,building,2,0.33032768964767456
IQL,1,317,building,3,0.6885107159614563
IQL,1,317,district,0,1.4988472759723663
IQL,1,318,building,1,0.4782963693141937
IQL,1,318,building,2,0.3589664101600647
IQL,1,318,building,3,0.7531598806381226
IQL,1,318,district,0,1.590422660112381
IQL,1,319,building,1,0.9050377011299133
IQL,1,319,building,2,0.43666625022888184
IQL,1,319,building,3,0.7135704755783081
IQL,1,319,district,0,2.0552744269371033
IQL,1,320,building,1,2.748195171356201
IQL,1,320,building,2,0.7389494776725769
IQL,1,320,building,3,0.8061757683753967
IQL,1,320,district,0,4.293320417404175
IQL,1,321,building,1,-0.1761823296546936
IQL,1,321,building,2,1.4462789297103882
IQL,1,321,building,3,0.3604999780654907
IQL,1,321,district,0,1.6305965781211853
IQL,1,322,building,1,-0.5489499568939209
IQL,1,322,building,2,0.5983065962791443
IQL,1,322,building,3,0.16890859603881836
IQL,1,322,district,0,0.21826523542404175
IQL,1,323,building,1,-0.8309586048126221
IQL,1,323,building,2,0.8136153221130371
IQL,1,323,building,3,-0.08376211673021317
IQL,1,323,district,0,-0.10110539942979813
IQL,1,324,building,1,-0.9083099365234375
IQL,1,324,building,2,0.3329680860042572
IQL,1,324,building,3,-0.19163969159126282
IQL,1,324,district,0,-0.7669815421104431
IQL,1,325,building,1,1.3852370977401733
IQL,1,325,building,2,0.3973560929298401
IQL,1,325,building,3,-0.3147895038127899
IQL,1,325,district,0,1.4678036868572235
IQL,1,326,building,1,1.3902932405471802
IQL,1,326,building,2,0.2241164594888687
IQL,1,326,building,3,-0.29460498690605164
IQL,1,326,district,0,1.3198047131299973
IQL,1,327,building,1,-0.691318690776825
IQL,1,327,building,2,0.22467000782489777
IQL,1,327,building,3,-0.3276866376399994
IQL,1,327,district,0,-0.7943353205919266
IQL,1,328,building,1,-0.39366647601127625
IQL,1,328,building,2,0.2829240560531616
IQL,1,328,building,3,-0.0006492426036857069
IQL,1,328,district,0,-0.11139166256180033
IQL,1,329,building,1,-0.0940767154097557
IQL,1,329,building,2,0.2862735986709595
IQL,1,329,building,3,0.16663846373558044
IQL,1,329,district,0,0.3588353469967842
IQL,1,330,building,1,0.28664010763168335
IQL,1,330,building,2,1.2610149383544922
IQL,1,330,building,3,0.5409456491470337
IQL,1,330,district,0,2.0886006951332092
IQL,1,331,building,1,0.8500868678092957
IQL,1,331,building,2,0.6016154885292053
IQL,1,331,building,3,1.1885255575180054
IQL,1,331,district,0,2.6402279138565063
IQL,1,332,building,1,1.1480391025543213
IQL,1,332,building,2,0.9733451008796692
IQL,1,332,building,3,2.5127944946289062
IQL,1,332,district,0,4.634178698062897
IQL,1,333,building,1,1.0170032978057861
IQL,1,333,building,2,0.8301571607589722
IQL,1,333,building,3,2.786775588989258
IQL,1,333,district,0,4.633936047554016
IQL,1,334,building,1,0.906589150428772
IQL,1,334,building,2,0.7993804216384888
IQL,1,334,building,3,1.1923624277114868
IQL,1,334,district,0,2.8983319997787476
IQL,1,335,building,1,0.8016707301139832
IQL,1,335,building,2,0.5403350591659546
IQL,1,335,building,3,1.5485270023345947
IQL,1,335,district,0,2.8905327916145325
IQL,1,336,building,1,0.7390969395637512
IQL,1,336,building,2,0.6264584064483643
IQL,1,336,building,3,1.5383201837539673
IQL,1,336,district,0,2.9038755297660828
IQL,1,337,building,1,0.5656307339668274
IQL,1,337,building,2,0.4146871566772461
IQL,1,337,building,3,0.7179887294769287
IQL,1,337,district,0,1.6983066201210022
IQL,1,338,building,1,0.4841407835483551
IQL,1,338,building,2,0.31400877237319946
IQL,1,338,building,3,0.6723521947860718
IQL,1,338,district,0,1.4705017507076263
IQL,1,339,building,1,0.48283901810646057
IQL,1,339,building,2,0.31270700693130493
IQL,1,339,building,3,0.6699533462524414
IQL,1,339,district,0,1.465499371290207
IQL,1,340,building,1,0.48148056864738464
IQL,1,340,building,2,0.3154425323009491
IQL,1,340,building,3,0.6721801161766052
IQL,1,340,district,0,1.469103217124939
IQL,1,341,building,1,1.5434266328811646
IQL,1,341,building,2,0.33032768964767456
IQL,1,341,building,3,0.6885106563568115
IQL,1,341,district,0,2.5622649788856506
IQL,1,342,building,1,0.4764139950275421
IQL,1,342,building,2,0.3589664101600647
IQL,1,342,building,3,0.7531598806381226
IQL,1,342,district,0,1.5885402858257294
IQL,1,343,building,1,0.44915682077407837
IQL,1,343,building,2,0.4393261671066284
IQL,1,343,building,3,0.853057861328125
IQL,1,343,district,0,1.7415408492088318
IQL,1,344,building,1,0.2681702971458435
IQL,1,344,building,2,0.6654505133628845
IQL,1,344,building,3,2.1277222633361816
IQL,1,344,district,0,3.0613430738449097
IQL,1,345,building,1,0.835416853427887
IQL,1,345,building,2,5.915745258331299
IQL,1,345,building,3,1.1226383447647095
IQL,1,345,district,0,7.873800456523895
IQL,1,346,building,1,-0.510534942150116
IQL,1,346,building,2,2.397007465362549
IQL,1,346,building,3,0.6563583612442017
IQL,1,346,district,0,2.5428308844566345
IQL,1,347,building,1,-0.7042831778526306
IQL,1,347,building,2,0.888194739818573
IQL,1,347,building,3,0.22269755601882935
IQL,1,347,district,0,0.40660911798477173
IQL,1,348,building,1,-0.9074841141700745
IQL,1,348,building,2,1.5421112775802612
IQL,1,348,building,3,-0.014324166812002659
IQL,1,348,district,0,0.6203029965981841
IQL,1,349,building,1,-0.906792938709259
IQL,1,349,building,2,0.25138142704963684
IQL,1,349,building,3,-0.24812644720077515
IQL,1,349,district,0,-0.9035379588603973
IQL,1,350,building,1,-0.796906054019928
IQL,1,350,building,2,0.1826947182416916
IQL,1,350,building,3,-0.3472733795642853
IQL,1,350,district,0,-0.9614847153425217
IQL,1,351,building,1,0.23238976299762726
IQL,1,351,building,2,0.37219181656837463
IQL,1,351,building,3,-0.20379142463207245
IQL,1,351,district,0,0.40079015493392944
IQL,1,352,building,1,-0.3387226462364197
IQL,1,352,building,2,0.3985564410686493
IQL,1,352,building,3,-0.07032876461744308
IQL,1,352,district,0,-0.01049496978521347
IQL,1,353,building,1,-0.11487364023923874
IQL,1,353,building,2,0.4296793043613434
IQL,1,353,building,3,0.21998460590839386
IQL,1,353,district,0,0.5347902700304985
IQL,1,354,building,1,1.557408094406128
IQL,1,354,building,2,0.5513721108436584
IQL,1,354,building,3,0.7722634673118591
IQL,1,354,district,0,2.8810436725616455
IQL,1,355,building,1,0.9755682349205017
IQL,1,355,building,2,0.5663313865661621
IQL,1,355,building,3,1.3715461492538452
IQL,1,355,district,0,2.913445770740509
IQL,1,356,building,1,0.9694137573242188
IQL,1,356,building,2,0.6237623691558838
IQL,1,356,building,3,1.3628063201904297
IQL,1,356,district,0,2.9559824466705322
IQL,1,357,building,1,0.9379972219467163
IQL,1,357,building,2,0.714068591594696
IQL,1,357,building,3,1.6684209108352661
IQL,1,357,district,0,3.3204867243766785
IQL,1,358,building,1,2.690866708755493
IQL,1,358,building,2,0.7893369197845459
IQL,1,358,building,3,1.1891521215438843
IQL,1,358,district,0,4.669355750083923
IQL,1,359,building,1,0.7764039039611816
IQL,1,359,building,2,0.5966166257858276
IQL,1,359,building,3,1.0816946029663086
IQL,1,359,district,0,2.454715132713318
IQL,1,360,building,1,0.5800809264183044
IQL,1,360,building,2,0.41638195514678955
IQL,1,360,building,3,3.0402026176452637
IQL,1,360,district,0,4.036665499210358
IQL,1,361,building,1,0.5179896950721741
IQL,1,361,building,2,0.35565412044525146
IQL,1,361,building,3,0.6926556825637817
IQL,1,361,district,0,1.5662994980812073
IQL,1,362,building,1,0.4841407835483551
IQL,1,362,building,2,0.4321066737174988
IQL,1,362,building,3,0.6723521947860718
IQL,1,362,district,0,1.5885996520519257
IQL,1,363,building,1,0.4828389883041382
IQL,1,363,building,2,0.31270700693130493
IQL,1,363,building,3,0.6699533462524414
IQL,1,363,district,0,1.4654993414878845
IQL,1,364,building,1,0.48148056864738464
IQL,1,364,building,2,0.3154425323009491
IQL,1,364,building,3,0.67218017578125
IQL,1,364,district,0,1.4691032767295837
IQL,1,365,building,1,0.4671381413936615
IQL,1,365,building,2,0.31480085849761963
IQL,1,365,building,3,0.6885107159614563
IQL,1,365,district,0,1.4704497158527374
IQL,1,366,building,1,0.4782963693141937
IQL,1,366,building,2,0.3668333888053894
IQL,1,366,building,3,0.7531598806381226
IQL,1,366,district,0,1.5982896387577057
IQL,1,367,building,1,0.47772905230522156
IQL,1,367,building,2,0.45895206928253174
IQL,1,367,building,3,0.7208623290061951
IQL,1,367,district,0,1.6575434505939484
IQL,1,368,building,1,2.0256736278533936
IQL,1,368,building,2,0.6583740711212158
IQL,1,368,building,3,0.6395567655563354
IQL,1,368,district,0,3.323604464530945
IQL,1,369,building,1,0.012856573797762394
IQL,1,369,building,2,0.58394855260849
IQL,1,369,building,3,0.6947605013847351
IQL,1,369,district,0,1.2915656277909875
IQL,1,370,building,1,0.30543527007102966
IQL,1,370,building,2,0.7880837917327881
IQL,1,370,building,3,0.6773355007171631
IQL,1,370,district,0,1.7708545625209808
IQL,1,371,building,1,-0.2809828519821167
IQL,1,371,building,2,0.4981977343559265
IQL,1,371,building,3,0.4186360836029053
IQL,1,371,district,0,0.6358509659767151
IQL,1,372,building,1,-0.7419602870941162
IQL,1,372,building,2,0.45495641231536865
IQL,1,372,building,3,0.279552698135376
IQL,1,372,district,0,-0.007451176643371582
IQL,1,373,building,1,2.7021210193634033
IQL,1,373,building,2,0.4669671654701233
IQL,1,373,building,3,0.4750352203845978
IQL,1,373,district,0,3.6441234052181244
IQL,1,374,building,1,-0.6709916591644287
IQL,1,374,building,2,0.3622969090938568
IQL,1,374,building,3,-0.06994824856519699
IQL,1,374,district,0,-0.3786429986357689
IQL,1,375,building,1,-0.36897382140159607
IQL,1,375,building,2,0.5014641284942627
IQL,1,375,building,3,0.0888044610619545
IQL,1,375,district,0,0.22129476815462112
IQL,1,376,building,1,-0.37154877185821533
IQL,1,376,building,2,0.38983479142189026
IQL,1,376,building,3,0.24199585616588593
IQL,1,376,district,0,0.26028187572956085
IQL,1,377,building,1,2.839010238647461
IQL,1,377,building,2,0.4285244345664978
IQL,1,377,building,3,0.8450385332107544
IQL,1,377,district,0,4.112573206424713
IQL,1,378,building,1,1.7726714611053467
IQL,1,378,building,2,0.6199201345443726
IQL,1,378,building,3,0.5271605849266052
IQL,1,378,district,0,2.9197521805763245
IQL,1,379,building,1,1.1368588209152222
IQL,1,379,building,2,0.7336280345916748
IQL,1,379,building,3,1.505971908569336
IQL,1,379,district,0,3.376458764076233
IQL,1,380,building,1,1.3639192581176758
IQL,1,380,building,2,0.9820284247398376
IQL,1,380,building,3,1.8908363580703735
IQL,1,380,district,0,4.236784040927887
IQL,1,381,building,1,1.772985816001892
IQL,1,381,building,2,0.6235301494598389
IQL,1,381,building,3,2.1175575256347656
IQL,1,381,district,0,4.514073491096497
IQL,1,382,building,1,1.2297829389572144
IQL,1,382,building,2,0.9063131213188171
IQL,1,382,building,3,1.5437003374099731
IQL,1,382,district,0,3.6797963976860046
IQL,1,383,building,1,0.6625548005104065
IQL,1,383,building,2,0.3558058440685272
IQL,1,383,building,3,1.1046514511108398
IQL,1,383,district,0,2.1230120956897736
IQL,1,384,building,1,0.5742924213409424
IQL,1,384,building,2,0.41816848516464233
IQL,1,384,building,3,0.8299109935760498
IQL,1,384,district,0,1.8223719000816345
IQL,1,385,building,1,0.4842663109302521
IQL,1,385,building,2,0.31272512674331665
IQL,1,385,building,3,0.6908161044120789
IQL,1,385,district,0,1.4878075420856476
IQL,1,386,building,1,0.4841407835483551
IQL,1,386,building,2,0.31400877237319946
IQL,1,386,building,3,0.6723521947860718
IQL,1,386,district,0,1.4705017507076263
IQL,1,387,building,1,0.48283901810646057
IQL,1,387,building,2,0.31270700693130493
IQL,1,387,building,3,0.6699533462524414
IQL,1,387,district,0,1.465499371290207
IQL,1,388,building,1,0.48148056864738464
IQL,1,388,building,2,0.3154425323009491
IQL,1,388,building,3,0.67218017578125
IQL,1,388,district,0,1.4691032767295837
IQL,1,389,building,1,0.4800088703632355
IQL,1,389,building,2,0.49127358198165894
IQL,1,389,building,3,0.6885107159614563
IQL,1,389,district,0,1.6597931683063507
IQL,1,390,building,1,0.0
IQL,1,390,building,2,0.0
IQL,1,390,building,3,0.0
IQL,1,390,district,0,0.0
IQL,1,391,building,1,0.0
IQL,1,391,building,2,0.0
IQL,1,391,building,3,0.0
IQL,1,391,district,0,0.0
IQL,1,392,building,1,0.0
IQL,1,392,building,2,0.0
IQL,1,392,building,3,0.0
IQL,1,392,district,0,0.0
IQL,1,393,building,1,0.0
IQL,1,393,building,2,0.0
IQL,1,393,building,3,0.0
IQL,1,393,district,0,0.0
IQL,1,394,building,1,0.0
IQL,1,394,building,2,0.0
IQL,1,394,building,3,0.0
IQL,1,394,district,0,0.0
IQL,1,395,building,1,0.0
IQL,1,395,building,2,0.0
IQL,1,395,building,3,0.0
IQL,1,395,district,0,0.0
IQL,1,396,building,1,0.0
IQL,1,396,building,2,0.0
IQL,1,396,building,3,0.0
IQL,1,396,district,0,0.0
IQL,1,397,building,1,0.0
IQL,1,397,building,2,0.0
IQL,1,397,building,3,0.0
IQL,1,397,district,0,0.0
IQL,1,398,building,1,0.0
IQL,1,398,building,2,0.0
IQL,1,398,building,3,0.0
IQL,1,398,district,0,0.0
IQL,1,399,building,1,0.0
IQL,1,399,building,2,0.0
IQL,1,399,building,3,0.0
IQL,1,399,district,0,0.0
IQL,1,400,building,1,0.0
IQL,1,400,building,2,0.0
IQL,1,400,building,3,0.0
IQL,1,400,district,0,0.0
IQL,1,401,building,1,0.0
IQL,1,401,building,2,0.0
IQL,1,401,building,3,0.0
IQL,1,401,district,0,0.0
IQL,1,402,building,1,0.0
IQL,1,402,building,2,0.0
IQL,1,402,building,3,0.0
IQL,1,402,district,0,0.0
IQL,1,403,building,1,0.0
IQL,1,403,building,2,0.0
IQL,1,403,building,3,0.0
IQL,1,403,district,0,0.0
IQL,1,404,building,1,0.0
IQL,1,404,building,2,0.0
IQL,1,404,building,3,0.0
IQL,1,404,district,0,0.0
IQL,1,405,building,1,1.2561787366867065
IQL,1,405,building,2,0.5149843692779541
IQL,1,405,building,3,1.3318840265274048
IQL,1,405,district,0,3.1030471324920654
IQL,1,406,building,1,0.7139586806297302
IQL,1,406,building,2,0.9523676633834839
IQL,1,406,building,3,1.4345905780792236
IQL,1,406,district,0,3.1009169220924377
IQL,1,407,building,1,0.6838571429252625
IQL,1,407,building,2,0.4155540466308594
IQL,1,407,building,3,1.5739719867706299
IQL,1,407,district,0,2.6733831763267517
IQL,1,408,building,1,0.5611519813537598
IQL,1,408,building,2,0.3723589777946472
IQL,1,408,building,3,0.9094737768173218
IQL,1,408,district,0,1.8429847359657288
IQL,1,409,building,1,0.4695731997489929
IQL,1,409,building,2,0.2780447006225586
IQL,1,409,building,3,1.362321376800537
IQL,1,409,district,0,2.1099392771720886
IQL,1,410,building,1,0.47648006677627563
IQL,1,410,building,2,0.31400877237319946
IQL,1,410,building,3,0.6723521947860718
IQL,1,410,district,0,1.4628410339355469
IQL,1,411,building,1,0.47017088532447815
IQL,1,411,building,2,0.31270700693130493
IQL,1,411,building,3,0.6699532866477966
IQL,1,411,district,0,1.4528311789035797
IQL,1,412,building,1,0.48148056864738464
IQL,1,412,building,2,0.3154425323009491
IQL,1,412,building,3,0.67218017578125
IQL,1,412,district,0,1.4691032767295837
IQL,1,413,building,1,0.4800088703632355
IQL,1,413,building,2,0.33032768964767456
IQL,1,413,building,3,0.6885107159614563
IQL,1,413,district,0,1.4988472759723663
IQL,1,414,building,1,3.1637957096099854
IQL,1,414,building,2,0.3589664101600647
IQL,1,414,building,3,0.7531598806381226
IQL,1,414,district,0,4.275922000408173
IQL,1,415,building,1,1.0988801717758179
IQL,1,415,building,2,1.576737403869629
IQL,1,415,building,3,0.9805420637130737
IQL,1,415,district,0,3.6561596393585205
IQL,1,416,building,1,0.2748884856700897
IQL,1,416,building,2,0.4533551335334778
IQL,1,416,building,3,0.960175633430481
IQL,1,416,district,0,1.6884192526340485
IQL,1,417,building,1,0.033598609268665314
IQL,1,417,building,2,0.4977946877479553
IQL,1,417,building,3,0.5677119493484497
IQL,1,417,district,0,1.0991052463650703
IQL,1,418,building,1,-0.10646950453519821
IQL,1,418,building,2,1.6544477939605713
IQL,1,418,building,3,0.44048917293548584
IQL,1,418,district,0,1.988467462360859
IQL,1,419,building,1,0.18190976977348328
IQL,1,419,building,2,0.5246798992156982
IQL,1,419,building,3,1.1931613683700562
IQL,1,419,district,0,1.8997510373592377
IQL,1,420,building,1,-0.532082200050354
IQL,1,420,building,2,0.4246426820755005
IQL,1,420,building,3,0.18254469335079193
IQL,1,420,district,0,0.07510517537593842
IQL,1,421,building,1,-0.4027963876724243
